"Provincia","Nombre","Dirección","Gasolina 95","Gasolina 98","Gasoleo A"
"Madrid","BP LISBOA","AV DE MOSTOLES, Nº 6, ALCORCON","1,379€","1,521€","1,309€"
"Madrid","BP LAS ROZAS","CL LAS CRUCES S/N, ROZAS DE MADRID (LAS)","1,388€","1,531€","1,339€"
"Madrid","BP LAS ARENAS A-4 PINTO 365","CALLE ARENAS (DE LAS), 2, PINTO","1,339€","1,459€","1,299€"
"Madrid","BP LA PRINCESA II","CR MOSTOLES-FUENLABRADA, KM.4, ALCORCON","1,379€","1,521€","1,309€"
"Madrid","BP LA PRESA (S.F. HENARES)","CALLE LA PRESA, S/N, SAN FERNANDO DE HENARES","1,369€","1,509€","1,289€"
"Madrid","BP LA FALUA","CARRETERA M-305 KM. 5, ARANJUEZ","1,369€","1,521€","1,279€"
"Madrid","BP JUNCAL","CARRETERA BARAJAS KM. S/N, ALCOBENDAS","1,369€","1,511€","1,299€"
"Madrid","BP ISLA AZUL","CALLE AGUACATE, 45, MADRID","1,369€","1,511€","1,289€"
"Madrid","BP ISIDORO","AVENIDA JUAN CARLOS I, 1, ALCALA DE HENARES","€","1,246€","0,999€"
"Madrid","BP ISIDORO","AVENIDA JUAN CARLOS I, 44, ALCALA DE HENARES","€","1,521€","1,319€"
"Madrid","BP GUADARRAMA","CARRETERA N-VI KM. 48, GUADARRAMA","1,388€","1,531€","1,319€"
"Madrid","BP GETAFE","CR M-406 KM 10, GETAFE","1,374€","1,511€","1,299€"
"Madrid","BP EL SAPO-ALCOBENDAS","AVD. MONTE VALDELATAS ESQ. SEPULVEDA, S/N, ALCOBENDAS","1,379€","1,521€","1,309€"
"Madrid","BP EII","AUTOPISTA VIA DE SERVICIO M.D. KM. 38,300, COLLADO VILLALBA","1,379€","1,499€","1,309€"
"Madrid","BP EI","AVENIDA JUAN CARLOS I, 3, COLLADO VILLALBA","1,379€","1,499€","1,309€"
"Madrid","BP CONQUISTA","AVENIDA DE DAROCA, 4, MADRID","1,389€","1,531€","1,319€"
"Madrid","BP CIEMPOZUELOS","CALLE ALAMO, 49, CIEMPOZUELOS","1,359€","1,499€","1,299€"
"Madrid","BP CHEYPER","CARRETERA A 42 KM. 5,9, MADRID","1,369€","1,511€","1,299€"
"Madrid","BP CARABANCHEL","CALLE REAL, 2, MADRID","1,369€","1,511€","1,279€"
"Madrid","BP ARGANDA","AVENIDA EJERCITO (DEL), 44, ARGANDA","1,364€","1,506€","1,299€"
"Madrid","BP A-42 KM 9,8 DIR. MADRID","AVENIDA PRINCESA JUANA DE AUSTRIA, 91, MADRID","1,379€","€","1,299€"
"Madrid","BP - TORRELAVEGA 7","AV MARTIN LUTHER KING, S/N ESQUINA M-216, SAN FERNANDO DE HENARES","1,369€","1,479€","1,309€"
"Madrid","BP - OYAMBRE 1","AV. DE MADRID 51, MECO","1,359€","1,499€","1,319€"
"Madrid","BP - EL NARANJO","CALLE CL MOSTOLES 61, 61, FUENLABRADA","1,319€","1,439€","1,279€"
"Madrid","BP - PUENTE ARCE 4","CARRETERA M-300 KM. 26,4, ALCALA DE HENARES","1,379€","1,499€","1,319€"
"Madrid","BP","CL PRINCIPE DE VERGARA 106, MADRID","1,379€","1,499€","1,309€"
"Madrid","BP","AV DOCTOR ARCE 30, MADRID","1,379€","1,499€","1,309€"
"Madrid","BP","PS DE LA ERMITA DEL SANTO S/N, MADRID","1,369€","1,511€","1,299€"
"Madrid","BP","GLORIETA ANTONIO GAUDI, , SAN SEBASTIAN DE LOS REYES","1,359€","1,501€","1,279€"
"Madrid","BP","CR A-3 MG IZDO, KM 11,2 km 11,200, MADRID","1,379€","€","1,299€"
"Madrid","BP","AVENIDA LEOPOLDO CALVO SOTELO-BUSTELO, 17, POZUELO DE ALARCON","1,389€","1,509€","1,329€"
"Madrid","BP","AVENIDA FUENLABRADA, 16, LEGANES","1,369€","1,509€","1,299€"
"Madrid","BP","CALLE MORALEJA DE ENMEDIO, 6, MOSTOLES","1,379€","€","1,299€"
"Madrid","BP","CALLE VALGRANDE (DE), 11, ALCOBENDAS","1,379€","€","1,299€"
"Madrid","BP","AVENIDA CONSTITUCION, 30, COSLADA","1,369€","1,489€","1,309€"
"Madrid","BP","CALLE RICARDO ORTIZ, 44, MADRID","1,369€","1,499€","1,279€"
"Madrid","BP","CALLE ROSALIA DE CASTRO, 14, VALDEMORO","1,399€","1,541€","1,299€"
"Madrid","BP","CARRETERA ANTIGUA N-II KM. 26,00, ALCALA DE HENARES","1,379€","1,499€","1,319€"
"Madrid","BP","CALLE PASEO DE LAS CAMELIAS, 2, PARACUELLOS DE JARAMA","1,381€","1,524€","1,312€"
"Madrid","BP","AVENIDA QUITAPESARES, 1, VILLAVICIOSA DE ODON","1,379€","1,529€","1,309€"
"Madrid","BP","AVENIDA SAN PABLO, 26, COSLADA","1,349€","1,489€","1,259€"
"Madrid","BP","BARRIO AVENIDA VERBENA D ELA PALOMA, S/N, MADRID","1,369€","€","1,299€"
"Madrid","BP","CR A-3 MG DCHO, KM 11,2 km 11,200, MADRID","1,379€","1,521€","1,299€"
"Madrid","BLANCA","CARRETERA M222 KM. 19, ESTREMERA","1,389€","€","1,299€"
"Madrid","BLANCA","CALLE VIRGEN DE LLUC ,14, 14, MADRID","1,355€","€","1,285€"
"Madrid","BENZOE","CALLE ALPEDRETE, 12, ALCORCON","1,299€","€","1,209€"
"Madrid","BASIC","CALLE ARROYO DE LA HIRUELA, 2, VALDETORRES DE JARAMA","€","1,500€","1,299€"
"Madrid","BALLENOIL","PASEO EUROPA, 22, SAN SEBASTIAN DE LOS REYES","1,309€","€","1,219€"
"Madrid","BALLENOIL","CALLE ALBASANZ, 69, MADRID","1,349€","€","1,269€"
"Madrid","BALLENOIL","CALLE LAGUNA, 88, ALCORCON","1,319€","€","1,239€"
"Madrid","BALLENOIL","CALLE CONSTITUCION, 81, FUENLABRADA","1,287€","€","1,217€"
"Madrid","BALLENOIL","AVENIDA HUMANES, 171, GRIÑON","1,309€","€","1,239€"
"Madrid","BALLENOIL","CALLE REAL, 125, PARLA","1,279€","€","1,199€"
"Madrid","BALLENOIL","AVENIDA JARAMA (DEL), 17, COSLADA","1,319€","€","1,239€"
"Madrid","BALLENOIL","CAMINO CAMINO DE SAN MARTÍN DE LA VEGA A ARGANDA, 2, ARGANDA","1,279€","€","1,199€"
"Madrid","BALLENOIL","CALLE FRAGUA, 16, MOSTOLES","1,299€","€","1,219€"
"Madrid","BALLENOIL","AVENIDA QUITAPESARES, 33, VILLAVICIOSA DE ODON","1,329€","€","1,259€"
"Madrid","BALLENOIL","CALLE ALFONSO XII, 20, MOSTOLES","1,287€","€","1,197€"
"Madrid","BALLENOIL","AVENIDA OROVILLA, 22, MADRID","1,309€","€","1,239€"
"Madrid","BALLENOIL","CALLE CERRO DEL MURMULLO, 1, MADRID","1,339€","€","1,247€"
"Madrid","BALLENOIL","CARRETERA VICALVARO A ESTACION DE O`DONNELL KM. 22, MADRID","1,329€","€","1,269€"
"Madrid","BALLENOIL","CALLE ANETO, 1, FUENLABRADA","1,239€","€","1,159€"
"Madrid","BALLENOIL","AVENIDA TRANVIA, 4, ALCORCON","1,327€","€","1,249€"
"Madrid","BALLENOIL","CALLE MINA DEL COTORRO (DE LA), S/N, NAVALCARNERO","1,297€","€","1,215€"
"Madrid","BALLENOIL","CALLE TOLEDO CV VIA DE RONDA, SN, PARLA","1,279€","€","1,199€"
"Madrid","BALLENOIL","AVENIDA SIERRA DE GUADARRAMA, 10, VILLANUEVA DE LA CAÑADA","1,349€","€","1,299€"
"Madrid","BALLENOIL","AVENIDA TENERIFE, 10, SAN SEBASTIAN DE LOS REYES","1,289€","€","1,199€"
"Madrid","BALLENOIL","CARRETERA CARABANCHEL A VILLAVERDE KM. 89, MADRID","1,319€","€","1,239€"
"Madrid","BALLENOIL","CAMINO POZO DEL TIO RAIMUNDO, 6, MADRID","1,329€","€","1,199€"
"Madrid","BALLENOIL","CAMINO SAN MARTIN DE LA VEGA, 8, ARGANDA","1,279€","€","1,199€"
"Madrid","BALLENOIL","CALLE CABO RUFINO LAZARO, 7, ROZAS DE MADRID (LAS)","1,369€","€","1,309€"
"Madrid","BALLENOIL","CALLE VALLE DE TOBALINA, 24, MADRID","1,297€","€","1,207€"
"Madrid","BALLENOIL","CALLE FRESADORES (DE), 7, ARROYOMOLINOS","1,289€","€","1,239€"
"Madrid","BALLENOIL","CALLE FUNDICION, 19, RIVAS-VACIAMADRID","1,275€","€","1,187€"
"Madrid","BALLENOIL","AVENIDA PIRINEOS (DE LOS), 21, SAN SEBASTIAN DE LOS REYES","1,299€","€","1,217€"
"Madrid","BALLENOIL","CALLE FRANKLIN, 1, GETAFE","1,309€","€","1,239€"
"Madrid","BALLENOIL","CALLE PELAYA (DE LA), 1, ALGETE","1,309€","€","1,227€"
"Madrid","BALLENOIL","CALLE CINCEL (DEL), S, RIVAS-VACIAMADRID","1,275€","€","1,187€"
"Madrid","BAGARCIVA","CALLE CALVARIO, 10, GETAFE","1,349€","1,469€","1,278€"
"Madrid","AVIA","CALLE SEVERO OCHOA, SN, RIVAS-VACIAMADRID","1,349€","€","1,279€"
"Madrid","AVIA","CALLE MEJICO, 17, ALCALA DE HENARES","1,329€","€","1,249€"
"Madrid","ALSA","CALLE ALFRED NOBEL, S/N, ALCALA DE HENARES","€","€","1,240€"
"Madrid","ALIARA ENERGIA","CALLE VIA DE LOS POBLADOS, 128, MADRID","€","€","€"
"Madrid","ALCAMPO FUENLABRADA","CC. LORANCA ALCAMPO FUENLABRADA (AV. PABLO IGLESIAS, S/N, CIUDAD LORANCA), FUENLABRADA","1,249€","1,399€","1,169€"
"Madrid","ALCAMPO","CALLE C.C. ALCAMPO, C/. TEJERA, 2, COLMENAR VIEJO","1,294€","1,409€","1,219€"
"Madrid","ALCAMPO","TORREJON A AJALVIR km 3.1, TORREJON DE ARDOZ","1,290€","1,410€","1,217€"
"Madrid","ALCAMPO","AVENIDA OLIMPICA, 9, ALCOBENDAS","1,309€","1,429€","1,219€"
"Madrid","ALCAMPO","AVENIDA EUROPA, S/N, ALCORCON","1,249€","1,409€","1,169€"
"Madrid","ALCAMPO","C.C. LA DEHESA, AUTOVIA MADRID-BARCELONA km 34,0, ALCALA DE HENARES","1,294€","1,399€","1,197€"
"Madrid","ALCAMPO","CALLE JOSE PAULETE, , MADRID","1,299€","1,409€","1,225€"
"Málaga","VALCARCE","AUTOVIA A-45 KM. 120, ANTEQUERA","1,429€","1,559€","1,349€"
"Málaga","VALCARCE","AUTOVIA A-45 KM. , ANTEQUERA","1,169€","1,288€","1,005€"
"Málaga","VALCARCE","AUTOVIA A-45 KM. 120, ANTEQUERA","1,209€","1,328€","1,065€"
"Málaga","VALCARCE","AUTOVIA A-45 KM. 120, ANTEQUERA","1,199€","1,318€","1,059€"
"Málaga","TROPS","POLIGONO INDUSTRIAL EL TRAPICHE, S/N, TRAPICHE","1,319€","€","1,259€"
"Málaga","TORRE DEL MAR","AVENIDA AVDA ANDALUCIA 100, , TORRE DEL MAR","1,299€","1,439€","1,209€"
"Málaga","TIVOLI","CR MA-407, KM. 2.55, ARROYO DE LA MIEL-BENALMADENA COSTA","1,409€","1,551€","1,349€"
"Málaga","TAMOIL","CARRETERA N340 KM. 254,9, RINCON DE LA VICTORIA","1,399€","1,519€","1,299€"
"Málaga","SMART OIL","CARRETERA JEREZ-CARTAGENA KM. 62, CAMPILLOS","1,329€","€","1,229€"
"Málaga","SHELL","AVENIDA ALFONSO PONCE DE LEON, 3, MALAGA","1,419€","1,569€","1,329€"
"Málaga","SHELL","AVENIDA MALAGA, S/N, ALHAURIN DE LA TORRE","1,408€","1,524€","1,348€"
"Málaga","SHELL","AVENIDA REINA SOFIA, S/N, COIN","1,385€","1,525€","1,325€"
"Málaga","SHELL","CALLE ORTEGA Y GASSET, S/N, MALAGA","1,399€","€","1,329€"
"Málaga","SHELL","AVENIDA JOSE MARTIN MENDEZ, S/N, ESTEPONA","1,404€","1,544€","1,329€"
"Málaga","SHELL","AVENIDA DEL CARMEN, S/N, ESTEPONA","1,394€","1,534€","1,318€"
"Málaga","SHELL","CARRETERA MIJAS-BENALMADENA KM. 217, BENALMADENA","1,404€","1,544€","1,339€"
"Málaga","SHELL","A-7 km 256,5, RINCON DE LA VICTORIA","1,439€","1,539€","1,349€"
"Málaga","SHELL","CALLE GENAL, 31, RONDA","1,349€","€","1,249€"
"Málaga","SHELL","CALLE CRUZ DE LA, 68, TORREMOLINOS","1,385€","1,535€","1,299€"
"Málaga","SHELL","AVENIDA JUAN CARLOS I, 12, VELEZ-MALAGA","1,404€","1,554€","1,329€"
"Málaga","SHELL","CALLE CANAL, 4, SIERRA DE YEGUAS","1,369€","€","1,269€"
"Málaga","SHELL","AVENIDA CIUDAD DE CEUTA, S/N, ALHAURIN DE LA TORRE","1,383€","1,499€","1,324€"
"Málaga","SHELL","AVENIDA TRAPICHE, S/N, MARBELLA","1,419€","1,559€","1,354€"
"Málaga","SHELL","CALLE CASERIA DEL REY, 18, MOLLINA","1,389€","€","1,309€"
"Málaga","SHELL","CARRETERA N-340 KM. 194, MARBELLA","1,424€","1,564€","1,365€"
"Málaga","SHELL","AVENIDA CL AVENIDA ORTEGA Y GASSET, 484 (MA-401 KM 6), 484, MALAGA","1,409€","1,549€","1,339€"
"Málaga","SHELL","CARRETERA N-331 KM. 124, ANTEQUERA","1,389€","1,529€","1,354€"
"Málaga","SHELL","AVENIDA VELAZQUEZ, S/N, MALAGA","1,414€","1,554€","1,339€"
"Málaga","SHELL","CAMINO DE LOS PRADOS ESQ. C/OROTAVA, S/N, MALAGA","1,419€","€","1,329€"
"Málaga","SHELL","CARRETERA N-340 KM. 2, BENALMADENA","1,404€","1,544€","1,319€"
"Málaga","SHELL","CARRETERA N-340 KM. 176, NUEVA ANDALUCIA","1,429€","1,579€","1,359€"
"Málaga","SCA VIRGEN OLIVA","AVENIDA LAS AMERICAS 35, MOLLINA","1,348€","€","1,298€"
"Málaga","SAGRADO CORAZON","CALLE ZUMAQUE, 1, CASARABONELA","1,338€","€","1,268€"
"Málaga","S.C.A. NTRA. SRA. DE MONSALUD","EJIDILLO Nº 25, ALFARNATE","1,343€","€","1,255€"
"Málaga","RIO GRANDE","CR A-357 CAMPILLOS-MALAGA, KM 47, CARTAMA","1,379€","1,521€","1,319€"
"Málaga","REPSOL","CL AYALA, SN, MALAGA","1,399€","1,519€","1,339€"
"Málaga","REPSOL","CARRETERA A 359 KM. 17, VILLANUEVA DEL ROSARIO","1,379€","1,519€","1,329€"
"Málaga","REPSOL","AUTOVIA N 340 KM. 189, MARBELLA","1,429€","1,569€","1,369€"
"Málaga","REPSOL","CL AVENIDA ARIAS DE VELASCO, S/N, MARBELLA","1,409€","€","1,339€"
"Málaga","REPSOL","CALLE GRAHAM BELL, S/N, CAMPANILLAS","1,389€","1,529€","1,339€"
"Málaga","REPSOL","CR N-340 km 231,9, MALAGA","1,409€","€","1,339€"
"Málaga","REPSOL","AUTOVIA A92M KM. 8, VILLANUEVA DEL TRABUCO","1,389€","1,529€","1,339€"
"Málaga","REPSOL","PG P.I. CANTARRANAS, PARCELA 1, COIN","1,375€","1,515€","1,315€"
"Málaga","REPSOL","CARRETERA A-2102 KM. 10,100, CASARES","1,339€","€","1,229€"
"Málaga","REPSOL","CC MA-401 km 9,158, CAMPANILLAS","1,389€","1,529€","1,339€"
"Málaga","REPSOL","AVDA. REINA SOFIA, S/N, COIN","1,375€","1,515€","1,315€"
"Málaga","REPSOL","AU AP-7 224,00 I, TORREMOLINOS","1,429€","1,559€","1,369€"
"Málaga","REPSOL","AVENIDA BENALMADENA, 1, TORREMOLINOS","1,389€","1,529€","1,339€"
"Málaga","REPSOL","CL AVDA. MANUEL FRAGA IRIBARNE,14, TORREMOLINOS","1,385€","€","1,319€"
"Málaga","REPSOL","CR N-340, 169,1, ESTEPONA","1,429€","1,559€","1,369€"
"Málaga","REPSOL","CARRETERA CN 340 KM. 199,3, MARBELLA","1,429€","1,569€","1,369€"
"Málaga","REPSOL","CARRETERA CN 340 KM. 199,3, MARBELLA","1,429€","1,569€","1,369€"
"Málaga","REPSOL","AV DE ANDALUCIA, 14, TORRE DEL MAR","1,389€","1,529€","1,325€"
"Málaga","REPSOL","CARRETERA MALAGA-ALMERIA KM. 282, TORROX-COSTA","1,379€","€","1,319€"
"Málaga","REPSOL","CALLE CARRETERA, 2, OJEN","1,389€","€","1,309€"
"Málaga","REPSOL","AU AP-7 224,00 D, TORREMOLINOS","1,429€","1,559€","1,369€"
"Málaga","REPSOL","AUTOPISTA AP-46 KM. 3,300, ANTEQUERA","1,419€","1,539€","1,369€"
"Málaga","REPSOL","CR N-340 P.K. 163, ESTEPONA","1,429€","1,559€","1,369€"
"Málaga","REPSOL","CARRETERA MALAGA-ALMERIA KM. 282, TORROX-COSTA","1,379€","1,519€","1,319€"
"Málaga","REPSOL","CL AVENIDA CARLOS HAYA, 78, MALAGA","1,399€","€","1,339€"
"Málaga","REPSOL","CL CONCEPCION ARENAL ,S.N. (ESQ.CR, MALAGA","1,409€","1,529€","1,339€"
"Málaga","REPSOL","AVENIDA DE LA TORRE, 26, RINCON DE LA VICTORIA","1,399€","1,499€","1,339€"
"Málaga","REPSOL","CARRETERA A7204 KM. 29, COLMENAR","1,379€","€","1,329€"
"Málaga","REPSOL","CR N-340, 166,5, ESTEPONA","1,429€","1,559€","1,369€"
"Málaga","REPSOL","A-354 km 11, ANTEQUERA","1,379€","1,519€","1,359€"
"Málaga","REPSOL","AUTOPISTA AP-7 KM. 187, MARBELLA","1,429€","1,559€","1,369€"
"Málaga","REPSOL","AUTOVIA A-45 KM. 135,2, ANTEQUERA","1,419€","1,519€","1,369€"
"Málaga","REPSOL","CL ROTONDA PAGO DE LA MATA, S.N., VELEZ-MALAGA","1,399€","1,529€","1,339€"
"Málaga","REPSOL","AU AP-7, 187,00 I, MARBELLA","1,429€","1,559€","1,369€"
"Málaga","REPSOL","AUTOPISTA AP-46 KM. 3,300, ANTEQUERA","1,419€","1,539€","1,369€"
"Málaga","REPSOL","AUTOVIA A-7 KM. 277,9, ALGARROBO","1,429€","1,549€","1,359€"
"Málaga","REPSOL","AUTOVIA MALAGA-GRANADA KM. 7, VILLANUEVA DEL TRABUCO","1,389€","1,529€","1,339€"
"Málaga","REPSOL","AUTOVIA A-92 KM. 160, ARCHIDONA","1,409€","1,529€","1,349€"
"Málaga","REPSOL","AU AP-7 161,00 D, ESTEPONA","1,429€","1,559€","1,369€"
"Málaga","REPSOL","AVENIDA SALINAS DE LAS, 2, FUENGIROLA","1,399€","1,499€","1,339€"
"Málaga","REPSOL","AVENIDA RAMON Y CAJAL,, S.N, FUENGIROLA","1,399€","1,499€","1,339€"
"Málaga","REPSOL","CARRETERA A-405 KM. 0, GAUCIN","1,389€","€","1,318€"
"Málaga","REPSOL","CL PZ. CRUZ HUMILLADERO, 2, MALAGA","1,399€","€","1,339€"
"Málaga","REPSOL","AVENIDA VELAZQUEZ, 208, MALAGA","1,409€","1,529€","1,339€"
"Málaga","REPSOL","N-331 km 114,2, ANTEQUERA","1,379€","€","1,289€"
"Málaga","REPSOL","CL VALLE INCLAN , S.N., MALAGA","1,409€","1,539€","1,339€"
"Málaga","REPSOL","CL AVENIDA CONSTITUCION, S.N., ALORA","1,389€","1,529€","1,339€"
"Málaga","REPSOL","AVENIDA JUAN SEBASTIAN ELCANO, 2, MALAGA","1,399€","€","1,339€"
"Málaga","REPSOL","CL AVENIDA S.RAMON Y CAJAL, 1, MALAGA","1,409€","1,539€","1,339€"
"Málaga","REPSOL","CARRETERA A-45 KM. 111,5, ANTEQUERA","1,419€","1,519€","1,369€"
"Málaga","REPSOL","CALLE EL EFEBO, S/N, ANTEQUERA","1,399€","€","1,369€"
"Málaga","REPSOL","CALLE ALMERIA, 183, MALAGA","1,399€","1,499€","1,339€"
"Málaga","REPSOL","AVENIDA VELAZQUEZ, 104, MALAGA","1,409€","1,529€","1,339€"
"Málaga","REPSOL","CR N-331 km 159, MALAGA","1,429€","1,549€","1,369€"
"Málaga","REPSOL","CR A-343, 28, VALLE DE ABDALAJIS","1,389€","1,529€","1,339€"
"Málaga","REPSOL","AVENIDA LOPE DE VEGA, S/N, MALAGA","1,399€","1,519€","1,339€"
"Málaga","REPSOL","CARRETERA N-340 KM. 144,700, MANILVA","1,399€","1,539€","1,319€"
"Málaga","REPSOL","CARRETERA N-340 KM. 290,5, NERJA","1,379€","1,519€","1,309€"
"Málaga","REPSOL","AU A-7 277,8, ALGARROBO","1,429€","1,549€","1,359€"
"Málaga","REPSOL","AVDA MANUEL FRAGA IRIBARNE, 9, TORREMOLINOS","1,385€","€","1,319€"
"Málaga","REPSOL","AVENIDA ANDALUCIA, 169, TORRE DEL MAR","1,389€","1,529€","1,325€"
"Málaga","REPSOL","AVENIDA ANDALUCIA, 169, TORRE DEL MAR","1,169€","1,288€","1,035€"
"Málaga","REPSOL","CALLE POL. GUADALHORCE C/A P.U-6-2, S/N, MALAGA","1,409€","1,529€","1,339€"
"Málaga","REPSOL","AVENIDA JOSE ORTEGA Y GASSET, 232, MALAGA","1,409€","1,539€","1,339€"
"Málaga","REPSOL","CR MA-426, 1,0, OSUNILLAS-PEÑA BLANQUILLA","1,399€","1,499€","1,339€"
"Málaga","REPSOL","AUTOVIA A-357 KM. 57, CARTAMA","1,389€","1,509€","1,329€"
"Málaga","REPSOL","AVENIDA CARLOTA ALEXANDRE, 9, TORREMOLINOS","1,389€","1,529€","1,339€"
"Málaga","REPSOL","CARRETERA A-356 KM. 43,5, TRAPICHE","1,379€","1,519€","1,325€"
"Málaga","REPSOL","CALLE ALMERIA, 78, MALAGA","1,399€","1,499€","1,339€"
"Málaga","REPSOL","426 km 1, ALHAURIN EL GRANDE","1,379€","1,519€","1,329€"
"Málaga","REPSOL","AU AP-7, 161,00 I, ESTEPONA","1,429€","1,559€","1,369€"
"Málaga","REPSOL","CARRETERA CN 340 KM. 148, ESTEPONA","1,409€","1,549€","1,315€"
"Málaga","REPSOL","AUTOVIA N-331 KM. 165, MALAGA","1,419€","1,549€","1,339€"
"Málaga","REPSOL","CR A-387 ,P.K. 19 (CTRA. DE MIJAS), FUENGIROLA","1,239€","1,369€","1,109€"
"Málaga","REPSOL","CL AV.GARCIA LORCA-ARROYO MIEL, 17, BENALMADENA","1,399€","1,539€","1,315€"
"Málaga","REPSOL","HEROES DE SOSTOA, 147, MALAGA","1,399€","€","1,339€"
"Málaga","REPSOL","CL HERMANOS LUMIERE, SN, MALAGA","1,409€","1,529€","1,339€"
"Málaga","REPSOL","CALLE DEMOSTONES ESQ. JENOFONTES, S/N, MALAGA","1,409€","1,539€","1,339€"
"Málaga","REPSOL","AVENIDA JACINTO BENAVENTE, 163, MALAGA","1,409€","1,539€","1,339€"
"Málaga","REPSOL","AVENIDA MALAGA, , RINCON DE LA VICTORIA","1,399€","€","1,339€"
"Málaga","REPSOL","CARRETERA CR DE MIJAR KM. 6, FUENGIROLA","1,399€","1,499€","1,339€"
"Málaga","REPOSTA MIJAS","CAMINO VIEJO DE COIN, 43, LAGUNAS (LAS)","1,339€","€","1,265€"
"Málaga","REPOSTA COIN","AVENIDA REINA SOFIA, 43, COIN","1,329€","€","1,269€"
"Málaga","REPOSTA ANTEQUERA","CALLE ACLARADORES LOS, 10, ANTEQUERA","1,339€","€","1,269€"
"Málaga","Q8 EASY","CARRETERA DE MIJAS, EQUINA CALLE VIRIATO KM. 6,1, FUENGIROLA","1,349€","€","1,269€"
"Málaga","PETROPRIX","URBANIZACIÓN LA LEALA, 22, ARROYO DE LA MIEL-BENALMADENA COSTA","1,327€","€","1,227€"
"Málaga","PETROPRIX","CALLE BAHIA BLANCA, 31, MALAGA","1,315€","€","1,228€"
"Málaga","PETROPRIX","LUGAR RESIDENCIA DE LA VEGA, 1, ANTEQUERA","1,295€","€","1,228€"
"Málaga","PETROPRIX","CALLE LICURGO, 2, MALAGA","1,315€","€","1,228€"
"Málaga","PETROPRIX","AVENIDA LA LEALA, S/N, ARROYO DE LA MIEL-BENALMADENA COSTA","1,118€","€","0,988€"
"Málaga","PETROMARKT","CALLE SIDRA, 4, BENALMADENA","1,339€","€","1,239€"
"Málaga","PETROL & GO","AUTOVIA A-7 KM. 151, ESTEPONA","1,099€","€","0,977€"
"Málaga","PETROL & GO","AUTOVIA A-7 KM. 151, ESTEPONA","1,329€","€","1,229€"
"Málaga","NEW OIL MALAGA","AVENIDA ORTEGA Y GASSET (MERCAMALAGA), 553, MALAGA","1,379€","€","1,289€"
"Málaga","MEROIL","CALLE DON FRANCISCO CARRILLO DE MENDOZA Y MORALES, 1, RONDA","1,339€","€","1,239€"
"Málaga","MAXOIL","CALLE BENAVENTE PARC 23-24 POL. IND. LOS ZAMORANOS, 23, VELEZ-MALAGA","1,319€","€","1,239€"
"Málaga","M3 PETROLEOS","AV. ANTONIO MACHADO,11O, BENALMADENA","1,349€","1,509€","1,279€"
"Málaga","LOS REMEDIOS","CL AVDA. VIVAR TELLEZ, 26, VELEZ-MALAGA","1,399€","1,519€","1,335€"
"Málaga","LOS JARDINES DEL BURGO","CR C-344 KM 25,1, BURGO (EL)","1,403€","€","1,343€"
"Málaga","LISBONA OIL","CL ANGUSTIAS, 1, TORRE DEL MAR","1,329€","1,429€","1,239€"
"Málaga","LAS AMÉRICAS","AVENIDA LAS AMERICAS, S/N, ALHAURIN DE LA TORRE","1,389€","1,531€","1,339€"
"Málaga","LA TROCHA","CARRETERA COIN-CARTAMA KM. 1, COIN","1,385€","1,525€","1,315€"
"Málaga","LA SERRANA DE ADEREZO,S.C.A","MARTIN DE LA JARA km 0.250, SIERRA DE YEGUAS","€","€","€"
"Málaga","LA INMACULADA","CARRETERA A-335 km 1,3, VELEZ-MALAGA","1,399€","1,519€","1,335€"
"Málaga","LA ALAMEDA","ALAMEDA DE ANDALUCÍA, 42, ANTEQUERA","1,389€","€","1,309€"
"Málaga","HIDROCARBUROS ALHAURIN - AGLA","CARRETERA MA-404 KM. 23, ALHAURIN DE LA TORRE","1,384€","1,472€","1,325€"
"Málaga","HEMEGAS","CARRETERA A-373 KM. 052,000, CORTES DE LA FRONTERA","1,349€","€","1,239€"
"Málaga","GUEROIL","AUTOVIA AUTOVIA DEL MEDITERRANEO A-7 KM. 264,5, CAJIZ","1,319€","1,488€","1,229€"
"Málaga","GEDS RONDA","CALLE GUADALHORCE, 4, RONDA","1,339€","€","1,239€"
"Málaga","GALP","PARC PARCELA 1.3 DE LA UE-3.11 FINCA VALDELECRIN, SN, FUENGIROLA","1,394€","1,534€","1,324€"
"Málaga","GALP","CALLE HERMAN HESSE, 5, MALAGA","1,379€","1,469€","1,309€"
"Málaga","GALP","CALLE DOCTOR CRISTOBAL RUIZ MENDEZ, 75, ESTEPONA","1,392€","1,514€","1,318€"
"Málaga","GALP","CARRETERA SEVILLA. FINCA EL CAMPITO KM. SN, ANTEQUERA","1,379€","€","1,299€"
"Málaga","GALP","AVDA. DE ARROYO HONDO S/N, BENALMADENA","1,394€","1,534€","1,324€"
"Málaga","GALP","N-340 km 154,800, ESTEPONA","1,404€","1,519€","1,339€"
"Málaga","GALP","TERRENOS PARCELA I.C. EN P.V.I. EN V.A.-I SANTANGELO - ARROYO DE LA MIEL, 1, BENALMADENA","1,394€","1,534€","1,324€"
"Málaga","GALP","CALLE TUICIDES, 14, MALAGA","1,379€","€","1,309€"
"Málaga","GALP","CARRETERA CN-340 NUEVA ANDALUCIA KM. 173, NUEVA ANDALUCIA","1,434€","1,549€","1,369€"
"Málaga","GALP","AVENIDA RONDA ESTE, SALIDA EL LIMONARN-340 KM 244,000, , MALAGA","1,419€","1,549€","1,349€"
